0.000, 0.001, 0.100, 0.000, 0, 0.000, 0.000, 0.292
0.000, 0.002, 0.100, 0.000, 0, 0.010, 0.000, 0.292
0.000, 0.005, 0.250, 0.000, 0, 0.020, 0.000, 0.292
0.000, 0.008, 0.350, 0.000, 0, 0.030, 0.000, 0.292
0.000, 0.013, 0.450, 0.000, 0, 0.040, 0.000, 0.292
0.000, 0.018, 0.550, 0.000, 0, 0.050, 0.000, 0.292
0.001, 0.025, 0.650, 0.000, 0, 0.060, 0.001, 0.292
0.001, 0.032, 0.750, 0.000, 0, 0.070, 0.001, 0.292
0.001, 0.041, 0.850, 0.000, 0, 0.080, 0.001, 0.292
0.002, 0.050, 0.950, 0.000, 0, 0.090, 0.002, 0.292
0.003, 0.060, 1.000, 0.000, 0, 0.100, 0.003, 0.292
0.003, 0.070, 1.000, 0.000, 0, 0.110, 0.003, 0.292
0.004, 0.080, 1.000, 0.000, 0, 0.120, 0.004, 0.292
0.005, 0.090, 1.000, 0.000, 0, 0.130, 0.005, 0.292
0.006, 0.100, 1.000, 0.000, 0, 0.140, 0.006, 0.292
0.007, 0.110, 1.000, 0.000, 0, 0.150, 0.007, 0.292
0.008, 0.120, 1.000, 0.000, 0, 0.160, 0.008, 0.292
0.010, 0.130, 1.000, 0.000, 0, 0.170, 0.010, 0.292
0.011, 0.140, 1.000, 0.000, 0, 0.180, 0.011, 0.292
0.012, 0.150, 1.000, 0.000, 0, 0.190, 0.012, 0.292
0.014, 0.160, 1.000, 0.000, 0, 0.200, 0.014, 0.292
0.016, 0.170, 1.000, 0.000, 0, 0.210, 0.016, 0.292
0.018, 0.180, 1.000, 0.000, 0, 0.220, 0.018, 0.292
0.019, 0.190, 1.000, 0.000, 0, 0.230, 0.019, 0.292
0.021, 0.200, 1.000, 0.000, 0, 0.240, 0.021, 0.292
0.024, 0.210, 1.000, 0.000, 0, 0.250, 0.024, 0.292
0.026, 0.220, 1.000, 0.000, 0, 0.260, 0.026, 0.292
0.028, 0.230, 1.000, 0.000, 0, 0.270, 0.028, 0.292
0.030, 0.240, 1.000, 0.000, 0, 0.280, 0.030, 0.292
0.033, 0.250, 1.000, 0.000, 0, 0.290, 0.033, 0.292
0.036, 0.260, 1.000, 0.000, 0, 0.300, 0.036, 0.292
0.038, 0.270, 1.000, 0.000, 0, 0.310, 0.038, 0.292
0.041, 0.280, 1.000, 0.000, 0, 0.320, 0.041, 0.292
0.044, 0.290, 1.000, 0.000, 0, 0.330, 0.044, 0.292
